Company Name,ISIN,CUSIP (extended),SEDOL Code,RIC
Newriver Reit PLC,GB00BD7XPJ64,G64950101,BD7XPJ6,NRRT.L
Balfour Beatty PLC,GB0000961622,G3224V108,0096162,BALF.L
Hargreave Hale Aim Vct PLC,GB00B02WHS05,G4300C105,B02WHS0,HHV.L
Jade Road Investments Ltd,VGG4S09E1053,G4S09E105,BMT7GJ6,JADE.L
Burford Capital Ltd,GG00BMGYLN96,G17977110,BMGYLN9,BURF.L
abrdn China Investment Company Ltd,GG00B45L2K95,G007AE106,B45L2K9,ACIC.L
M Winkworth PLC,GB00B4TT7L53,G9716U102,B4TT7L5,WINKM.L
Phoenix Group Holdings PLC,GB00BGXQNP29,G7S8MZ109,BGXQNP2,PHNX.L
Fidelity Emerging Markets Ltd,GG00B4L0PD47,G3823U170,B4L0PD4,FEML.L
abrdn UK Smaller Companies Growth Trust PLC,GB0002959582,G84245128,0295958,AUSC.L
Fulcrum Utility Services Ltd,KYG368851047,G36885104,B447YT1,FCRM.L
Baillie Gifford European Growth Trust PLC,GB00BMC7T380,G0769H114,BMC7T38,BGEU.L
Scotgold Resources Ltd,AU000XINEAK5,Q8379A170,BF7TTV8,SGZ.L
Capital Metals PLC,GB00BMF75608,G1927C104,BMF7560,CMET.L
Thruvision Group PLC,GB00B627R876,G8876V124,B627R87,THRU.L
CPPGroup PLC,GB00BMDX5Z93,G2R52N106,BMDX5Z9,CPPG.L
Currys PLC,GB00B4Y7R145,G2601D103,B4Y7R14,CURY.L
Superdry PLC,GB00B60BD277,G8585P103,B60BD27,SDRY.L
EMIS Group PLC,GB00B61D1Y04,G2898S102,B61D1Y0,EMISG.L
EnQuest PLC,GB00B635TG28,G3159S104,B635TG2,ENQ.L
Fidelity China Special Situations PLC,GB00B62Z3C74,G3449X103,B62Z3C7,FCSS.L
NB Distressed Debt Investment Fund Ltd,GG00BDFZ6F78,G6S28V406,BDFZ6F7,NBDD.L
HarbourVest Global Private Equity Ltd,GG00BR30MJ80,G43905127,BR30MJ8,HVPEa.L
Ishares Physical Metals PLC,IE00B4ND3602,G49543AC8,B4ND360,IGLN.L
Golden Metal Resources PLC,GB00BPQY8R36,G3957Z102,BPQY8R3,GMET.L
Admiral Acquisition Ltd,VGG0093S1092,G0093S109,BPXYZT7,ADMR.L
Oneiro Energy PLC,GB00BNRR5980,G676AY104,BNRR598,ONEO.L
Becket Invest PLC,GB00BMWKKL25,G69904103,BMWKKL2,TAB.L
Ashington Innovation PLC,GB00BNM4K334,G0525H101,BNM4K33,ASHI.L
Amicorp FS (UK) PLC,GB00BNTWWT07,G0332J100,BNTWWT0,AMIF.L
Altona Rare Earths PLC,GB00BFZNKV91,G0367H110,BFZNKV9,REEA.L
